Date,Year,QuarterOfYear,MonthOfYear,DayOfMonth,DateInt,MonthName,MonthInCalendar,QuarterInCalendar,DayInWeek,DayOfWeekName,WeekEnding,Week Number,MonthnYear,QuarternYear,ShortYear,FY
25-10-2012,2012,4,10,25,20121025,October,Oct 2012,Q4 2012,3,Thursday,28-Oct-12,44,20121000,20120400,12,FY13
26-10-2012,2012,4,10,26,20121026,October,Oct 2012,Q4 2012,4,Friday,28-Oct-12,44,20121000,20120400,12,FY13
27-10-2012,2012,4,10,27,20121027,October,Oct 2012,Q4 2012,5,Saturday,28-Oct-12,44,20121000,20120400,12,FY13
28-10-2012,2012,4,10,28,20121028,October,Oct 2012,Q4 2012,6,Sunday,28-Oct-12,44,20121000,20120400,12,FY13
29-10-2012,2012,4,10,29,20121029,October,Oct 2012,Q4 2012,0,Monday,04-Nov-12,45,20121000,20120400,12,FY13
30-10-2012,2012,4,10,30,20121030,October,Oct 2012,Q4 2012,1,Tuesday,04-Nov-12,45,20121000,20120400,12,FY13
31-10-2012,2012,4,10,31,20121031,October,Oct 2012,Q4 2012,2,Wednesday,04-Nov-12,45,20121000,20120400,12,FY13
01-11-2012,2012,4,11,1,20121101,November,Nov 2012,Q4 2012,3,Thursday,04-Nov-12,45,20121100,20120400,12,FY13
02-11-2012,2012,4,11,2,20121102,November,Nov 2012,Q4 2012,4,Friday,04-Nov-12,45,20121100,20120400,12,FY13
03-11-2012,2012,4,11,3,20121103,November,Nov 2012,Q4 2012,5,Saturday,04-Nov-12,45,20121100,20120400,12,FY13
04-11-2012,2012,4,11,4,20121104,November,Nov 2012,Q4 2012,6,Sunday,04-Nov-12,45,20121100,20120400,12,FY13
05-11-2012,2012,4,11,5,20121105,November,Nov 2012,Q4 2012,0,Monday,11-Nov-12,46,20121100,20120400,12,FY13
06-11-2012,2012,4,11,6,20121106,November,Nov 2012,Q4 2012,1,Tuesday,11-Nov-12,46,20121100,20120400,12,FY13
07-11-2012,2012,4,11,7,20121107,November,Nov 2012,Q4 2012,2,Wednesday,11-Nov-12,46,20121100,20120400,12,FY13
08-11-2012,2012,4,11,8,20121108,November,Nov 2012,Q4 2012,3,Thursday,11-Nov-12,46,20121100,20120400,12,FY13
09-11-2012,2012,4,11,9,20121109,November,Nov 2012,Q4 2012,4,Friday,11-Nov-12,46,20121100,20120400,12,FY13
10-11-2012,2012,4,11,10,20121110,November,Nov 2012,Q4 2012,5,Saturday,11-Nov-12,46,20121100,20120400,12,FY13
11-11-2012,2012,4,11,11,20121111,November,Nov 2012,Q4 2012,6,Sunday,11-Nov-12,46,20121100,20120400,12,FY13
12-11-2012,2012,4,11,12,20121112,November,Nov 2012,Q4 2012,0,Monday,18-Nov-12,47,20121100,20120400,12,FY13
13-11-2012,2012,4,11,13,20121113,November,Nov 2012,Q4 2012,1,Tuesday,18-Nov-12,47,20121100,20120400,12,FY13
14-11-2012,2012,4,11,14,20121114,November,Nov 2012,Q4 2012,2,Wednesday,18-Nov-12,47,20121100,20120400,12,FY13
15-11-2012,2012,4,11,15,20121115,November,Nov 2012,Q4 2012,3,Thursday,18-Nov-12,47,20121100,20120400,12,FY13
16-11-2012,2012,4,11,16,20121116,November,Nov 2012,Q4 2012,4,Friday,18-Nov-12,47,20121100,20120400,12,FY13
17-11-2012,2012,4,11,17,20121117,November,Nov 2012,Q4 2012,5,Saturday,18-Nov-12,47,20121100,20120400,12,FY13
18-11-2012,2012,4,11,18,20121118,November,Nov 2012,Q4 2012,6,Sunday,18-Nov-12,47,20121100,20120400,12,FY13
19-11-2012,2012,4,11,19,20121119,November,Nov 2012,Q4 2012,0,Monday,25-Nov-12,48,20121100,20120400,12,FY13
20-11-2012,2012,4,11,20,20121120,November,Nov 2012,Q4 2012,1,Tuesday,25-Nov-12,48,20121100,20120400,12,FY13
21-11-2012,2012,4,11,21,20121121,November,Nov 2012,Q4 2012,2,Wednesday,25-Nov-12,48,20121100,20120400,12,FY13
22-11-2012,2012,4,11,22,20121122,November,Nov 2012,Q4 2012,3,Thursday,25-Nov-12,48,20121100,20120400,12,FY13
23-11-2012,2012,4,11,23,20121123,November,Nov 2012,Q4 2012,4,Friday,25-Nov-12,48,20121100,20120400,12,FY13
24-11-2012,2012,4,11,24,20121124,November,Nov 2012,Q4 2012,5,Saturday,25-Nov-12,48,20121100,20120400,12,FY13
25-11-2012,2012,4,11,25,20121125,November,Nov 2012,Q4 2012,6,Sunday,25-Nov-12,48,20121100,20120400,12,FY13
26-11-2012,2012,4,11,26,20121126,November,Nov 2012,Q4 2012,0,Monday,02-Dec-12,49,20121100,20120400,12,FY13
27-11-2012,2012,4,11,27,20121127,November,Nov 2012,Q4 2012,1,Tuesday,02-Dec-12,49,20121100,20120400,12,FY13
28-11-2012,2012,4,11,28,20121128,November,Nov 2012,Q4 2012,2,Wednesday,02-Dec-12,49,20121100,20120400,12,FY13
29-11-2012,2012,4,11,29,20121129,November,Nov 2012,Q4 2012,3,Thursday,02-Dec-12,49,20121100,20120400,12,FY13
30-11-2012,2012,4,11,30,20121130,November,Nov 2012,Q4 2012,4,Friday,02-Dec-12,49,20121100,20120400,12,FY13
01-12-2012,2012,4,12,1,20121201,December,Dec 2012,Q4 2012,5,Saturday,02-Dec-12,49,20121200,20120400,12,FY13
02-12-2012,2012,4,12,2,20121202,December,Dec 2012,Q4 2012,6,Sunday,02-Dec-12,49,20121200,20120400,12,FY13
03-12-2012,2012,4,12,3,20121203,December,Dec 2012,Q4 2012,0,Monday,09-Dec-12,50,20121200,20120400,12,FY13
04-12-2012,2012,4,12,4,20121204,December,Dec 2012,Q4 2012,1,Tuesday,09-Dec-12,50,20121200,20120400,12,FY13
05-12-2012,2012,4,12,5,20121205,December,Dec 2012,Q4 2012,2,Wednesday,09-Dec-12,50,20121200,20120400,12,FY13
06-12-2012,2012,4,12,6,20121206,December,Dec 2012,Q4 2012,3,Thursday,09-Dec-12,50,20121200,20120400,12,FY13
07-12-2012,2012,4,12,7,20121207,December,Dec 2012,Q4 2012,4,Friday,09-Dec-12,50,20121200,20120400,12,FY13
08-12-2012,2012,4,12,8,20121208,December,Dec 2012,Q4 2012,5,Saturday,09-Dec-12,50,20121200,20120400,12,FY13
09-12-2012,2012,4,12,9,20121209,December,Dec 2012,Q4 2012,6,Sunday,09-Dec-12,50,20121200,20120400,12,FY13
10-12-2012,2012,4,12,10,20121210,December,Dec 2012,Q4 2012,0,Monday,16-Dec-12,51,20121200,20120400,12,FY13
11-12-2012,2012,4,12,11,20121211,December,Dec 2012,Q4 2012,1,Tuesday,16-Dec-12,51,20121200,20120400,12,FY13
12-12-2012,2012,4,12,12,20121212,December,Dec 2012,Q4 2012,2,Wednesday,16-Dec-12,51,20121200,20120400,12,FY13
13-12-2012,2012,4,12,13,20121213,December,Dec 2012,Q4 2012,3,Thursday,16-Dec-12,51,20121200,20120400,12,FY13
14-12-2012,2012,4,12,14,20121214,December,Dec 2012,Q4 2012,4,Friday,16-Dec-12,51,20121200,20120400,12,FY13
15-12-2012,2012,4,12,15,20121215,December,Dec 2012,Q4 2012,5,Saturday,16-Dec-12,51,20121200,20120400,12,FY13
16-12-2012,2012,4,12,16,20121216,December,Dec 2012,Q4 2012,6,Sunday,16-Dec-12,51,20121200,20120400,12,FY13
17-12-2012,2012,4,12,17,20121217,December,Dec 2012,Q4 2012,0,Monday,23-Dec-12,52,20121200,20120400,12,FY13
18-12-2012,2012,4,12,18,20121218,December,Dec 2012,Q4 2012,1,Tuesday,23-Dec-12,52,20121200,20120400,12,FY13
19-12-2012,2012,4,12,19,20121219,December,Dec 2012,Q4 2012,2,Wednesday,23-Dec-12,52,20121200,20120400,12,FY13
20-12-2012,2012,4,12,20,20121220,December,Dec 2012,Q4 2012,3,Thursday,23-Dec-12,52,20121200,20120400,12,FY13
21-12-2012,2012,4,12,21,20121221,December,Dec 2012,Q4 2012,4,Friday,23-Dec-12,52,20121200,20120400,12,FY13
22-12-2012,2012,4,12,22,20121222,December,Dec 2012,Q4 2012,5,Saturday,23-Dec-12,52,20121200,20120400,12,FY13
23-12-2012,2012,4,12,23,20121223,December,Dec 2012,Q4 2012,6,Sunday,23-Dec-12,52,20121200,20120400,12,FY13
24-12-2012,2012,4,12,24,20121224,December,Dec 2012,Q4 2012,0,Monday,30-Dec-12,53,20121200,20120400,12,FY13
25-12-2012,2012,4,12,25,20121225,December,Dec 2012,Q4 2012,1,Tuesday,30-Dec-12,53,20121200,20120400,12,FY13
26-12-2012,2012,4,12,26,20121226,December,Dec 2012,Q4 2012,2,Wednesday,30-Dec-12,53,20121200,20120400,12,FY13
27-12-2012,2012,4,12,27,20121227,December,Dec 2012,Q4 2012,3,Thursday,30-Dec-12,53,20121200,20120400,12,FY13
28-12-2012,2012,4,12,28,20121228,December,Dec 2012,Q4 2012,4,Friday,30-Dec-12,53,20121200,20120400,12,FY13
29-12-2012,2012,4,12,29,20121229,December,Dec 2012,Q4 2012,5,Saturday,30-Dec-12,53,20121200,20120400,12,FY13
30-12-2012,2012,4,12,30,20121230,December,Dec 2012,Q4 2012,6,Sunday,30-Dec-12,53,20121200,20120400,12,FY13
31-12-2012,2012,4,12,31,20121231,December,Dec 2012,Q4 2012,0,Monday,06-Jan-13,54,20121200,20120400,12,FY13
01-01-2012,2012,1,1,1,20120101,January,Jan 2012,Q1 2012,6,Sunday,01-Jan-12,1,20120100,20120100,12,FY12
02-01-2012,2012,1,1,2,20120102,January,Jan 2012,Q1 2012,0,Monday,08-Jan-12,2,20120100,20120100,12,FY12
03-01-2012,2012,1,1,3,20120103,January,Jan 2012,Q1 2012,1,Tuesday,08-Jan-12,2,20120100,20120100,12,FY12
04-01-2012,2012,1,1,4,20120104,January,Jan 2012,Q1 2012,2,Wednesday,08-Jan-12,2,20120100,20120100,12,FY12
05-01-2012,2012,1,1,5,20120105,January,Jan 2012,Q1 2012,3,Thursday,08-Jan-12,2,20120100,20120100,12,FY12
06-01-2012,2012,1,1,6,20120106,January,Jan 2012,Q1 2012,4,Friday,08-Jan-12,2,20120100,20120100,12,FY12
07-01-2012,2012,1,1,7,20120107,January,Jan 2012,Q1 2012,5,Saturday,08-Jan-12,2,20120100,20120100,12,FY12
08-01-2012,2012,1,1,8,20120108,January,Jan 2012,Q1 2012,6,Sunday,08-Jan-12,2,20120100,20120100,12,FY12
09-01-2012,2012,1,1,9,20120109,January,Jan 2012,Q1 2012,0,Monday,15-Jan-12,3,20120100,20120100,12,FY12
10-01-2012,2012,1,1,10,20120110,January,Jan 2012,Q1 2012,1,Tuesday,15-Jan-12,3,20120100,20120100,12,FY12
11-01-2012,2012,1,1,11,20120111,January,Jan 2012,Q1 2012,2,Wednesday,15-Jan-12,3,20120100,20120100,12,FY12
12-01-2012,2012,1,1,12,20120112,January,Jan 2012,Q1 2012,3,Thursday,15-Jan-12,3,20120100,20120100,12,FY12
13-01-2012,2012,1,1,13,20120113,January,Jan 2012,Q1 2012,4,Friday,15-Jan-12,3,20120100,20120100,12,FY12
14-01-2012,2012,1,1,14,20120114,January,Jan 2012,Q1 2012,5,Saturday,15-Jan-12,3,20120100,20120100,12,FY12
15-01-2012,2012,1,1,15,20120115,January,Jan 2012,Q1 2012,6,Sunday,15-Jan-12,3,20120100,20120100,12,FY12
16-01-2012,2012,1,1,16,20120116,January,Jan 2012,Q1 2012,0,Monday,22-Jan-12,4,20120100,20120100,12,FY12
17-01-2012,2012,1,1,17,20120117,January,Jan 2012,Q1 2012,1,Tuesday,22-Jan-12,4,20120100,20120100,12,FY12
18-01-2012,2012,1,1,18,20120118,January,Jan 2012,Q1 2012,2,Wednesday,22-Jan-12,4,20120100,20120100,12,FY12
19-01-2012,2012,1,1,19,20120119,January,Jan 2012,Q1 2012,3,Thursday,22-Jan-12,4,20120100,20120100,12,FY12
20-01-2012,2012,1,1,20,20120120,January,Jan 2012,Q1 2012,4,Friday,22-Jan-12,4,20120100,20120100,12,FY12
21-01-2012,2012,1,1,21,20120121,January,Jan 2012,Q1 2012,5,Saturday,22-Jan-12,4,20120100,20120100,12,FY12
22-01-2012,2012,1,1,22,20120122,January,Jan 2012,Q1 2012,6,Sunday,22-Jan-12,4,20120100,20120100,12,FY12
23-01-2012,2012,1,1,23,20120123,January,Jan 2012,Q1 2012,0,Monday,29-Jan-12,5,20120100,20120100,12,FY12
24-01-2012,2012,1,1,24,20120124,January,Jan 2012,Q1 2012,1,Tuesday,29-Jan-12,5,20120100,20120100,12,FY12
25-01-2012,2012,1,1,25,20120125,January,Jan 2012,Q1 2012,2,Wednesday,29-Jan-12,5,20120100,20120100,12,FY12
26-01-2012,2012,1,1,26,20120126,January,Jan 2012,Q1 2012,3,Thursday,29-Jan-12,5,20120100,20120100,12,FY12
27-01-2012,2012,1,1,27,20120127,January,Jan 2012,Q1 2012,4,Friday,29-Jan-12,5,20120100,20120100,12,FY12
28-01-2012,2012,1,1,28,20120128,January,Jan 2012,Q1 2012,5,Saturday,29-Jan-12,5,20120100,20120100,12,FY12
29-01-2012,2012,1,1,29,20120129,January,Jan 2012,Q1 2012,6,Sunday,29-Jan-12,5,20120100,20120100,12,FY12
30-01-2012,2012,1,1,30,20120130,January,Jan 2012,Q1 2012,0,Monday,05-Feb-12,6,20120100,20120100,12,FY12
31-01-2012,2012,1,1,31,20120131,January,Jan 2012,Q1 2012,1,Tuesday,05-Feb-12,6,20120100,20120100,12,FY12
01-02-2012,2012,1,2,1,20120201,February,Feb 2012,Q1 2012,2,Wednesday,05-Feb-12,6,20120200,20120100,12,FY12
02-02-2012,2012,1,2,2,20120202,February,Feb 2012,Q1 2012,3,Thursday,05-Feb-12,6,20120200,20120100,12,FY12
03-02-2012,2012,1,2,3,20120203,February,Feb 2012,Q1 2012,4,Friday,05-Feb-12,6,20120200,20120100,12,FY12
04-02-2012,2012,1,2,4,20120204,February,Feb 2012,Q1 2012,5,Saturday,05-Feb-12,6,20120200,20120100,12,FY12
05-02-2012,2012,1,2,5,20120205,February,Feb 2012,Q1 2012,6,Sunday,05-Feb-12,6,20120200,20120100,12,FY12
06-02-2012,2012,1,2,6,20120206,February,Feb 2012,Q1 2012,0,Monday,12-Feb-12,7,20120200,20120100,12,FY12
07-02-2012,2012,1,2,7,20120207,February,Feb 2012,Q1 2012,1,Tuesday,12-Feb-12,7,20120200,20120100,12,FY12
08-02-2012,2012,1,2,8,20120208,February,Feb 2012,Q1 2012,2,Wednesday,12-Feb-12,7,20120200,20120100,12,FY12
09-02-2012,2012,1,2,9,20120209,February,Feb 2012,Q1 2012,3,Thursday,12-Feb-12,7,20120200,20120100,12,FY12
10-02-2012,2012,1,2,10,20120210,February,Feb 2012,Q1 2012,4,Friday,12-Feb-12,7,20120200,20120100,12,FY12
11-02-2012,2012,1,2,11,20120211,February,Feb 2012,Q1 2012,5,Saturday,12-Feb-12,7,20120200,20120100,12,FY12
12-02-2012,2012,1,2,12,20120212,February,Feb 2012,Q1 2012,6,Sunday,12-Feb-12,7,20120200,20120100,12,FY12
13-02-2012,2012,1,2,13,20120213,February,Feb 2012,Q1 2012,0,Monday,19-Feb-12,8,20120200,20120100,12,FY12
14-02-2012,2012,1,2,14,20120214,February,Feb 2012,Q1 2012,1,Tuesday,19-Feb-12,8,20120200,20120100,12,FY12
15-02-2012,2012,1,2,15,20120215,February,Feb 2012,Q1 2012,2,Wednesday,19-Feb-12,8,20120200,20120100,12,FY12
16-02-2012,2012,1,2,16,20120216,February,Feb 2012,Q1 2012,3,Thursday,19-Feb-12,8,20120200,20120100,12,FY12
17-02-2012,2012,1,2,17,20120217,February,Feb 2012,Q1 2012,4,Friday,19-Feb-12,8,20120200,20120100,12,FY12
18-02-2012,2012,1,2,18,20120218,February,Feb 2012,Q1 2012,5,Saturday,19-Feb-12,8,20120200,20120100,12,FY12
19-02-2012,2012,1,2,19,20120219,February,Feb 2012,Q1 2012,6,Sunday,19-Feb-12,8,20120200,20120100,12,FY12
20-02-2012,2012,1,2,20,20120220,February,Feb 2012,Q1 2012,0,Monday,26-Feb-12,9,20120200,20120100,12,FY12
21-02-2012,2012,1,2,21,20120221,February,Feb 2012,Q1 2012,1,Tuesday,26-Feb-12,9,20120200,20120100,12,FY12
22-02-2012,2012,1,2,22,20120222,February,Feb 2012,Q1 2012,2,Wednesday,26-Feb-12,9,20120200,20120100,12,FY12
23-02-2012,2012,1,2,23,20120223,February,Feb 2012,Q1 2012,3,Thursday,26-Feb-12,9,20120200,20120100,12,FY12
24-02-2012,2012,1,2,24,20120224,February,Feb 2012,Q1 2012,4,Friday,26-Feb-12,9,20120200,20120100,12,FY12
25-02-2012,2012,1,2,25,20120225,February,Feb 2012,Q1 2012,5,Saturday,26-Feb-12,9,20120200,20120100,12,FY12
26-02-2012,2012,1,2,26,20120226,February,Feb 2012,Q1 2012,6,Sunday,26-Feb-12,9,20120200,20120100,12,FY12
27-02-2012,2012,1,2,27,20120227,February,Feb 2012,Q1 2012,0,Monday,04-Mar-12,10,20120200,20120100,12,FY12
28-02-2012,2012,1,2,28,20120228,February,Feb 2012,Q1 2012,1,Tuesday,04-Mar-12,10,20120200,20120100,12,FY12
29-02-2012,2012,1,2,29,20120229,February,Feb 2012,Q1 2012,2,Wednesday,04-Mar-12,10,20120200,20120100,12,FY12
01-03-2012,2012,1,3,1,20120301,March,Mar 2012,Q1 2012,3,Thursday,04-Mar-12,10,20120300,20120100,12,FY12
02-03-2012,2012,1,3,2,20120302,March,Mar 2012,Q1 2012,4,Friday,04-Mar-12,10,20120300,20120100,12,FY12
03-03-2012,2012,1,3,3,20120303,March,Mar 2012,Q1 2012,5,Saturday,04-Mar-12,10,20120300,20120100,12,FY12
04-03-2012,2012,1,3,4,20120304,March,Mar 2012,Q1 2012,6,Sunday,04-Mar-12,10,20120300,20120100,12,FY12
05-03-2012,2012,1,3,5,20120305,March,Mar 2012,Q1 2012,0,Monday,11-Mar-12,11,20120300,20120100,12,FY12
06-03-2012,2012,1,3,6,20120306,March,Mar 2012,Q1 2012,1,Tuesday,11-Mar-12,11,20120300,20120100,12,FY12
07-03-2012,2012,1,3,7,20120307,March,Mar 2012,Q1 2012,2,Wednesday,11-Mar-12,11,20120300,20120100,12,FY12
08-03-2012,2012,1,3,8,20120308,March,Mar 2012,Q1 2012,3,Thursday,11-Mar-12,11,20120300,20120100,12,FY12
09-03-2012,2012,1,3,9,20120309,March,Mar 2012,Q1 2012,4,Friday,11-Mar-12,11,20120300,20120100,12,FY12
10-03-2012,2012,1,3,10,20120310,March,Mar 2012,Q1 2012,5,Saturday,11-Mar-12,11,20120300,20120100,12,FY12
11-03-2012,2012,1,3,11,20120311,March,Mar 2012,Q1 2012,6,Sunday,11-Mar-12,11,20120300,20120100,12,FY12
12-03-2012,2012,1,3,12,20120312,March,Mar 2012,Q1 2012,0,Monday,18-Mar-12,12,20120300,20120100,12,FY12
13-03-2012,2012,1,3,13,20120313,March,Mar 2012,Q1 2012,1,Tuesday,18-Mar-12,12,20120300,20120100,12,FY12
14-03-2012,2012,1,3,14,20120314,March,Mar 2012,Q1 2012,2,Wednesday,18-Mar-12,12,20120300,20120100,12,FY12
15-03-2012,2012,1,3,15,20120315,March,Mar 2012,Q1 2012,3,Thursday,18-Mar-12,12,20120300,20120100,12,FY12
16-03-2012,2012,1,3,16,20120316,March,Mar 2012,Q1 2012,4,Friday,18-Mar-12,12,20120300,20120100,12,FY12
17-03-2012,2012,1,3,17,20120317,March,Mar 2012,Q1 2012,5,Saturday,18-Mar-12,12,20120300,20120100,12,FY12
18-03-2012,2012,1,3,18,20120318,March,Mar 2012,Q1 2012,6,Sunday,18-Mar-12,12,20120300,20120100,12,FY12
19-03-2012,2012,1,3,19,20120319,March,Mar 2012,Q1 2012,0,Monday,25-Mar-12,13,20120300,20120100,12,FY12
20-03-2012,2012,1,3,20,20120320,March,Mar 2012,Q1 2012,1,Tuesday,25-Mar-12,13,20120300,20120100,12,FY12
21-03-2012,2012,1,3,21,20120321,March,Mar 2012,Q1 2012,2,Wednesday,25-Mar-12,13,20120300,20120100,12,FY12
22-03-2012,2012,1,3,22,20120322,March,Mar 2012,Q1 2012,3,Thursday,25-Mar-12,13,20120300,20120100,12,FY12
23-03-2012,2012,1,3,23,20120323,March,Mar 2012,Q1 2012,4,Friday,25-Mar-12,13,20120300,20120100,12,FY12
24-03-2012,2012,1,3,24,20120324,March,Mar 2012,Q1 2012,5,Saturday,25-Mar-12,13,20120300,20120100,12,FY12
25-03-2012,2012,1,3,25,20120325,March,Mar 2012,Q1 2012,6,Sunday,25-Mar-12,13,20120300,20120100,12,FY12
26-03-2012,2012,1,3,26,20120326,March,Mar 2012,Q1 2012,0,Monday,01-Apr-12,14,20120300,20120100,12,FY12
27-03-2012,2012,1,3,27,20120327,March,Mar 2012,Q1 2012,1,Tuesday,01-Apr-12,14,20120300,20120100,12,FY12
28-03-2012,2012,1,3,28,20120328,March,Mar 2012,Q1 2012,2,Wednesday,01-Apr-12,14,20120300,20120100,12,FY12
29-03-2012,2012,1,3,29,20120329,March,Mar 2012,Q1 2012,3,Thursday,01-Apr-12,14,20120300,20120100,12,FY12
30-03-2012,2012,1,3,30,20120330,March,Mar 2012,Q1 2012,4,Friday,01-Apr-12,14,20120300,20120100,12,FY12
31-03-2012,2012,1,3,31,20120331,March,Mar 2012,Q1 2012,5,Saturday,01-Apr-12,14,20120300,20120100,12,FY12
01-01-2013,2013,1,1,1,20130101,January,Jan 2013,Q1 2013,1,Tuesday,06-Jan-13,1,20130100,20130100,13,FY13
02-01-2013,2013,1,1,2,20130102,January,Jan 2013,Q1 2013,2,Wednesday,06-Jan-13,1,20130100,20130100,13,FY13
03-01-2013,2013,1,1,3,20130103,January,Jan 2013,Q1 2013,3,Thursday,06-Jan-13,1,20130100,20130100,13,FY13
04-01-2013,2013,1,1,4,20130104,January,Jan 2013,Q1 2013,4,Friday,06-Jan-13,1,20130100,20130100,13,FY13
05-01-2013,2013,1,1,5,20130105,January,Jan 2013,Q1 2013,5,Saturday,06-Jan-13,1,20130100,20130100,13,FY13
06-01-2013,2013,1,1,6,20130106,January,Jan 2013,Q1 2013,6,Sunday,06-Jan-13,1,20130100,20130100,13,FY13
07-01-2013,2013,1,1,7,20130107,January,Jan 2013,Q1 2013,0,Monday,13-Jan-13,2,20130100,20130100,13,FY13
08-01-2013,2013,1,1,8,20130108,January,Jan 2013,Q1 2013,1,Tuesday,13-Jan-13,2,20130100,20130100,13,FY13
09-01-2013,2013,1,1,9,20130109,January,Jan 2013,Q1 2013,2,Wednesday,13-Jan-13,2,20130100,20130100,13,FY13
10-01-2013,2013,1,1,10,20130110,January,Jan 2013,Q1 2013,3,Thursday,13-Jan-13,2,20130100,20130100,13,FY13
11-01-2013,2013,1,1,11,20130111,January,Jan 2013,Q1 2013,4,Friday,13-Jan-13,2,20130100,20130100,13,FY13
12-01-2013,2013,1,1,12,20130112,January,Jan 2013,Q1 2013,5,Saturday,13-Jan-13,2,20130100,20130100,13,FY13
13-01-2013,2013,1,1,13,20130113,January,Jan 2013,Q1 2013,6,Sunday,13-Jan-13,2,20130100,20130100,13,FY13
14-01-2013,2013,1,1,14,20130114,January,Jan 2013,Q1 2013,0,Monday,20-Jan-13,3,20130100,20130100,13,FY13
15-01-2013,2013,1,1,15,20130115,January,Jan 2013,Q1 2013,1,Tuesday,20-Jan-13,3,20130100,20130100,13,FY13
16-01-2013,2013,1,1,16,20130116,January,Jan 2013,Q1 2013,2,Wednesday,20-Jan-13,3,20130100,20130100,13,FY13
17-01-2013,2013,1,1,17,20130117,January,Jan 2013,Q1 2013,3,Thursday,20-Jan-13,3,20130100,20130100,13,FY13
18-01-2013,2013,1,1,18,20130118,January,Jan 2013,Q1 2013,4,Friday,20-Jan-13,3,20130100,20130100,13,FY13
19-01-2013,2013,1,1,19,20130119,January,Jan 2013,Q1 2013,5,Saturday,20-Jan-13,3,20130100,20130100,13,FY13
20-01-2013,2013,1,1,20,20130120,January,Jan 2013,Q1 2013,6,Sunday,20-Jan-13,3,20130100,20130100,13,FY13
21-01-2013,2013,1,1,21,20130121,January,Jan 2013,Q1 2013,0,Monday,27-Jan-13,4,20130100,20130100,13,FY13
22-01-2013,2013,1,1,22,20130122,January,Jan 2013,Q1 2013,1,Tuesday,27-Jan-13,4,20130100,20130100,13,FY13
23-01-2013,2013,1,1,23,20130123,January,Jan 2013,Q1 2013,2,Wednesday,27-Jan-13,4,20130100,20130100,13,FY13
24-01-2013,2013,1,1,24,20130124,January,Jan 2013,Q1 2013,3,Thursday,27-Jan-13,4,20130100,20130100,13,FY13
25-01-2013,2013,1,1,25,20130125,January,Jan 2013,Q1 2013,4,Friday,27-Jan-13,4,20130100,20130100,13,FY13
26-01-2013,2013,1,1,26,20130126,January,Jan 2013,Q1 2013,5,Saturday,27-Jan-13,4,20130100,20130100,13,FY13
27-01-2013,2013,1,1,27,20130127,January,Jan 2013,Q1 2013,6,Sunday,27-Jan-13,4,20130100,20130100,13,FY13
28-01-2013,2013,1,1,28,20130128,January,Jan 2013,Q1 2013,0,Monday,03-Feb-13,5,20130100,20130100,13,FY13
29-01-2013,2013,1,1,29,20130129,January,Jan 2013,Q1 2013,1,Tuesday,03-Feb-13,5,20130100,20130100,13,FY13
30-01-2013,2013,1,1,30,20130130,January,Jan 2013,Q1 2013,2,Wednesday,03-Feb-13,5,20130100,20130100,13,FY13
31-01-2013,2013,1,1,31,20130131,January,Jan 2013,Q1 2013,3,Thursday,03-Feb-13,5,20130100,20130100,13,FY13
01-02-2013,2013,1,2,1,20130201,February,Feb 2013,Q1 2013,4,Friday,03-Feb-13,5,20130200,20130100,13,FY13
02-02-2013,2013,1,2,2,20130202,February,Feb 2013,Q1 2013,5,Saturday,03-Feb-13,5,20130200,20130100,13,FY13
03-02-2013,2013,1,2,3,20130203,February,Feb 2013,Q1 2013,6,Sunday,03-Feb-13,5,20130200,20130100,13,FY13
04-02-2013,2013,1,2,4,20130204,February,Feb 2013,Q1 2013,0,Monday,10-Feb-13,6,20130200,20130100,13,FY13
05-02-2013,2013,1,2,5,20130205,February,Feb 2013,Q1 2013,1,Tuesday,10-Feb-13,6,20130200,20130100,13,FY13
06-02-2013,2013,1,2,6,20130206,February,Feb 2013,Q1 2013,2,Wednesday,10-Feb-13,6,20130200,20130100,13,FY13
07-02-2013,2013,1,2,7,20130207,February,Feb 2013,Q1 2013,3,Thursday,10-Feb-13,6,20130200,20130100,13,FY13
08-02-2013,2013,1,2,8,20130208,February,Feb 2013,Q1 2013,4,Friday,10-Feb-13,6,20130200,20130100,13,FY13
09-02-2013,2013,1,2,9,20130209,February,Feb 2013,Q1 2013,5,Saturday,10-Feb-13,6,20130200,20130100,13,FY13
10-02-2013,2013,1,2,10,20130210,February,Feb 2013,Q1 2013,6,Sunday,10-Feb-13,6,20130200,20130100,13,FY13
11-02-2013,2013,1,2,11,20130211,February,Feb 2013,Q1 2013,0,Monday,17-Feb-13,7,20130200,20130100,13,FY13
12-02-2013,2013,1,2,12,20130212,February,Feb 2013,Q1 2013,1,Tuesday,17-Feb-13,7,20130200,20130100,13,FY13
13-02-2013,2013,1,2,13,20130213,February,Feb 2013,Q1 2013,2,Wednesday,17-Feb-13,7,20130200,20130100,13,FY13
14-02-2013,2013,1,2,14,20130214,February,Feb 2013,Q1 2013,3,Thursday,17-Feb-13,7,20130200,20130100,13,FY13
15-02-2013,2013,1,2,15,20130215,February,Feb 2013,Q1 2013,4,Friday,17-Feb-13,7,20130200,20130100,13,FY13
16-02-2013,2013,1,2,16,20130216,February,Feb 2013,Q1 2013,5,Saturday,17-Feb-13,7,20130200,20130100,13,FY13
17-02-2013,2013,1,2,17,20130217,February,Feb 2013,Q1 2013,6,Sunday,17-Feb-13,7,20130200,20130100,13,FY13
